Local,Type of property,Subtype of property,Price,Type of sale,Number of rooms,Area,Fully equipped kitchen,Furnished,Open fire,Terrace,Garden,Surface of the land,Surface of plot of land,Numbers of facades,Swimming pool,State of building
Laeken,House,None,"€475,000",None,4,175m²squaremeters,Yes,Yes,No,No,No,175m²squaremeters,259m²squaremeters,2,Yes,Tobedoneup
Gent,Dockside,None,"€483,000",None,None,None,No,No,No,No,No,None,None,None,No,None
Gent,Dockside,None,"€483,000",None,None,None,No,No,No,No,No,None,None,None,No,None
Gent,WONINGEN,None,"€485,000",None,None,None,No,No,No,No,No,None,None,None,No,None
Antwerp,De,None,"€488,000",None,None,None,No,No,No,No,No,None,None,None,No,None
Vottem,House,None,Make,None,7,388m²squaremeters,Yes,Yes,No,No,No,388m²squaremeters,4322m²squaremeters,4,No,Tobedoneup
Berloz,Exceptional,None,"€500,000",None,4,240m²squaremeters,Yes,Yes,No,No,No,240m²squaremeters,2137m²squaremeters,4,Yes,Asnew
Waremme,Exceptional,None,"€500,000",None,4,240m²squaremeters,Yes,Yes,No,Yes,No,240m²squaremeters,2137m²squaremeters,4,Yes,Asnew
Profondeville,Villa,None,"€516,000",None,3,165m²squaremeters,Yes,Yes,No,No,No,165m²squaremeters,3620m²squaremeters,4,No,Good
Laeken,House,None,"€539,000",None,6,390m²squaremeters,Yes,Yes,No,No,No,390m²squaremeters,386m²squaremeters,2,No,Torenovate
Leuven,Sluisstraat,None,"€539,750",None,None,None,No,No,No,No,No,None,None,None,No,None
Auderghem,Town-house,None,"€540,000",None,3,127m²squaremeters,Yes,Yes,No,No,No,127m²squaremeters,73m²squaremeters,2,No,Good
Sint-Pieters-Leeuw,House,None,"€550,000",None,5,315m²squaremeters,Yes,Yes,No,No,No,315m²squaremeters,523m²squaremeters,3,Yes,Asnew
Braine-l'Alleud,House,None,"€585,000",None,4,230m²squaremeters,Yes,Yes,No,No,No,230m²squaremeters,400m²squaremeters,3,Yes,Asnew
Wemmel,New,None,"€595,000",None,None,None,No,No,No,No,No,None,None,None,No,None
Mechelen,New,None,"€595,000",None,None,None,No,No,No,No,No,None,None,None,No,None
Auderghem,House,None,"€620,000",None,4,177m²squaremeters,Yes,Yes,No,Yes,No,177m²squaremeters,354m²squaremeters,2,No,Tobedoneup
Ronse,House,None,"€620,000",None,4,393m²squaremeters,Yes,Yes,No,No,No,393m²squaremeters,569m²squaremeters,2,No,Good
Ronse,House,None,"€620,000",None,4,393m²squaremeters,Yes,Yes,No,No,No,393m²squaremeters,569m²squaremeters,2,No,Good
Woluwe-Saint-Lambert,House,None,"€625,000",None,4,195m²squaremeters,Yes,Yes,No,No,No,195m²squaremeters,112m²squaremeters,2,Yes,Good
Dilbeek,Town-house,None,"€625,000",None,4,275m²squaremeters,Yes,No,No,Yes,No,275m²squaremeters,474m²squaremeters,3,Yes,Good
Herent,House,None,"€635,000",None,3,212m²squaremeters,Yes,No,No,No,No,212m²squaremeters,912m²squaremeters,4,No,Good
Brecht,House,None,"€649,000",None,3,212m²squaremeters,Yes,Yes,No,No,No,212m²squaremeters,1207m²squaremeters,4,Yes,Asnew
Wavre,House,None,"€650,000",None,5,230m²squaremeters,Yes,Yes,No,No,No,230m²squaremeters,1194m²squaremeters,4,No,Asnew
Leuven,Bottelarij,None,"€669,300",None,None,None,No,No,No,No,No,None,None,None,No,None
Uccle,House,None,"€675,000",None,4,180m²squaremeters,Yes,Yes,No,No,No,180m²squaremeters,120m²squaremeters,2,No,Good
Woluwe-Saint-Pierre,House,None,"€680,000",None,3,142m²squaremeters,Yes,Yes,No,No,No,142m²squaremeters,355m²squaremeters,3,Yes,Tobedoneup
Laeken,House,None,"€690,000",None,5,283m²squaremeters,Yes,Yes,No,No,No,283m²squaremeters,780m²squaremeters,2,No,Torenovate
Wemmel,House,None,"€695,000",None,5,287m²squaremeters,Yes,Yes,No,No,No,287m²squaremeters,661m²squaremeters,4,Yes,Asnew
Gent,House,None,"€698,000",None,4,265m²squaremeters,Yes,Yes,No,No,No,265m²squaremeters,165m²squaremeters,3,No,Good
Anderlecht,House,None,"€699,000",None,6,370m²squaremeters,Yes,Yes,No,No,No,370m²squaremeters,185m²squaremeters,2,No,Torenovate
Uccle,"""Moulin",None,"€710,000",None,None,None,No,No,No,No,No,None,None,None,No,None
Uccle,MOULIN,None,"€710,000",None,None,None,No,No,No,No,No,None,None,None,No,None
Rhode-Saint-Genese,House,None,"€730,000",None,5,238m²squaremeters,Yes,Yes,No,No,No,238m²squaremeters,820m²squaremeters,3,Yes,Good
Arlon,Villa,None,"€750,000",None,6,473m²squaremeters,Yes,Yes,No,No,Yes,473m²squaremeters,1127m²squaremeters,4,No,Good
Arlon,House,None,"€750,000",None,6,473m²squaremeters,Yes,Yes,No,No,Yes,473m²squaremeters,1127m²squaremeters,4,No,Good
Uccle,House,None,"€795,000",None,4,176m²squaremeters,Yes,Yes,No,No,No,176m²squaremeters,267m²squaremeters,3,No,Good
Schaerbeek,Mixed-use,None,"€800,000",None,8,420m²squaremeters,Yes,Yes,No,No,No,420m²squaremeters,295m²squaremeters,2,Yes,Good
Bertem,Exceptional,None,"€845,000",None,4,400m²squaremeters,Yes,Yes,No,No,No,400m²squaremeters,1869m²squaremeters,4,No,Good
Bachte-Maria-Leerne,House,None,"€856,000",None,4,492m²squaremeters,Yes,No,No,No,No,492m²squaremeters,2400m²squaremeters,3,No,Tobedoneup
Uccle,Town-house,None,"€859,000",None,6,295m²squaremeters,Yes,Yes,No,No,No,295m²squaremeters,330m²squaremeters,3,No,Good
Lasne,Villa,None,Make,None,5,300m²squaremeters,Yes,Yes,No,No,No,300m²squaremeters,24687m²squaremeters,4,No,Good
Hoeilaart,Exceptional,None,"€989,000",None,4,400m²squaremeters,Yes,Yes,No,No,No,400m²squaremeters,1408m²squaremeters,4,Yes,Asnew
Ixelles,House,None,"€995,000",None,4,300m²squaremeters,Yes,Yes,No,Yes,No,300m²squaremeters,270m²squaremeters,2,No,Good
Woluwe-Saint-Lambert,House,None,"€995,000",None,4,200m²squaremeters,Yes,Yes,No,No,No,200m²squaremeters,836m²squaremeters,3,No,Good
Etterbeek,House,None,"€1,260,000",None,4,345m²squaremeters,Yes,Yes,No,No,No,345m²squaremeters,185m²squaremeters,2,Yes,Asnew
SAINT-JOSSE-TEN-NOODE,Apartment,None,"€1,300,000",None,9,804m²squaremeters,Yes,Yes,No,No,No,804m²squaremeters,348m²squaremeters,2,No,Good
Ixelles,House,None,"€1,375,000",None,6,427m²squaremeters,Yes,Yes,No,No,No,427m²squaremeters,508m²squaremeters,3,No,Asnew
WOLUWE-SAINT-LAMBERT,Mansion,None,"€2,495,000",None,6,460m²squaremeters,Yes,No,No,No,No,460m²squaremeters,561m²squaremeters,2,No,Asnew
FLÉMALLE-GRANDE,House,None,"€215,000",None,3,120m²squaremeters,Yes,Yes,No,No,No,120m²squaremeters,334m²squaremeters,2,No,None
KESTER,House,None,"€575,000",None,4,280m²squaremeters,Yes,Yes,No,Yes,No,280m²squaremeters,1868m²squaremeters,4,No,Good
Dendermonde,Country,None,"€899,000",None,7,537m²squaremeters,Yes,Yes,No,No,Yes,537m²squaremeters,1316m²squaremeters,4,No,Justrenovated
Sint-Andries,House,None,"€495,000",None,4,207m²squaremeters,Yes,Yes,No,No,No,207m²squaremeters,631m²squaremeters,4,No,Torenovate
Amay,House,None,Make,None,2,134m²squaremeters,Yes,Yes,No,No,No,134m²squaremeters,1514m²squaremeters,4,No,Tobedoneup
Libramont-Chevigny,House,None,"€239,000",None,4,116m²squaremeters,Yes,Yes,No,No,No,116m²squaremeters,310m²squaremeters,3,No,Torenovate
Wanze,House,None,"€279,000",None,3,135m²squaremeters,Yes,Yes,No,No,No,135m²squaremeters,1507m²squaremeters,4,No,Justrenovated
Sombreffe,Villa,None,"€450,000",None,4,197m²squaremeters,Yes,Yes,No,No,Yes,197m²squaremeters,873m²squaremeters,4,No,Good
Wortegem-Petegem,Villa,None,"€775,000",None,5,286m²squaremeters,Yes,Yes,No,Yes,No,286m²squaremeters,7814m²squaremeters,4,No,Good
Geraardsbergen,House,None,"€260,000",None,4,635m²squaremeters,Yes,Yes,No,No,No,635m²squaremeters,2644m²squaremeters,2,No,Torenovate
Grace-Hollogne,Mixed-use,None,"€395,000",None,5,550m²squaremeters,Yes,Yes,No,No,No,550m²squaremeters,1765m²squaremeters,3,No,Tobedoneup
Tervuren,House,None,"€625,000",None,4,190m²squaremeters,Yes,Yes,No,No,No,190m²squaremeters,535m²squaremeters,4,No,Tobedoneup
Dendermonde,Country,None,"€899,000",None,7,537m²squaremeters,Yes,Yes,No,No,Yes,537m²squaremeters,1316m²squaremeters,4,No,Justrenovated
Dendermonde,Mixed-use,None,"€899,000",None,7,537m²squaremeters,Yes,Yes,No,No,Yes,537m²squaremeters,1316m²squaremeters,4,No,Justrenovated
Kapelle-op-den-Bos,House,None,"€395,000",None,3,185m²squaremeters,No,Yes,No,No,No,185m²squaremeters,360m²squaremeters,2,Yes,Good
Bruxelles,Mansion,None,"€1,350,000",None,6,360m²squaremeters,No,Yes,No,No,No,360m²squaremeters,189m²squaremeters,2,No,Tobedoneup
Ans,House,None,"€375,000",None,6,230m²squaremeters,Yes,Yes,No,No,No,230m²squaremeters,178m²squaremeters,3,No,Good
Kraainem,House,None,"€498,000",None,5,240m²squaremeters,Yes,Yes,No,No,No,240m²squaremeters,121m²squaremeters,2,No,Asnew
Waterloo,House,None,"€398,500",None,3,150m²squaremeters,Yes,Yes,No,Yes,No,150m²squaremeters,240m²squaremeters,3,Yes,Good
LEEST,House,None,"€495,000",None,3,170m²squaremeters,Yes,Yes,No,No,Yes,170m²squaremeters,838m²squaremeters,4,No,Justrenovated
Haacht,Other,None,"€496,000",None,3,150m²squaremeters,Yes,Yes,No,Yes,Yes,150m²squaremeters,1675m²squaremeters,4,No,Good
Büllingen,House,None,"€297,000",None,7,213m²squaremeters,Yes,Yes,No,No,No,213m²squaremeters,598m²squaremeters,4,No,Good
Zottegem,House,None,"€249,500",None,4,180m²squaremeters,Yes,Yes,No,No,No,180m²squaremeters,62m²squaremeters,2,No,Good
Ronse,Villa,None,"€795,000",None,4,407m²squaremeters,Yes,Yes,No,Yes,Yes,407m²squaremeters,21451m²squaremeters,4,No,Good
SCHOONAARDE,Villa,None,"€449,000",None,3,300m²squaremeters,Yes,Yes,No,No,No,300m²squaremeters,2049m²squaremeters,4,No,Tobedoneup
Drongen,House,None,"€345,000",None,3,198m²squaremeters,Yes,Yes,No,No,Yes,198m²squaremeters,494m²squaremeters,3,No,Good
Liege,House,None,"€585,000",None,4,254m²squaremeters,Yes,Yes,No,No,No,254m²squaremeters,None,2,Yes,Asnew
SINT-NIKLAAS,House,None,"€349,000",None,5,188m²squaremeters,Yes,Yes,No,Yes,Yes,188m²squaremeters,620m²squaremeters,None,No,Good
Anderlecht,House,None,"€370,000",None,5,252m²squaremeters,Yes,Yes,No,No,No,252m²squaremeters,155m²squaremeters,None,No,Torenovate
Braives,House,None,"€389,000",None,5,230m²squaremeters,Yes,Yes,No,No,No,230m²squaremeters,817m²squaremeters,3,No,Good
Woluwe-Saint-Lambert,House,None,"€549,000",None,3,133m²squaremeters,Yes,Yes,No,No,No,133m²squaremeters,105m²squaremeters,2,Yes,Good
Mechelen,House,None,"€699,000",None,4,458m²squaremeters,Yes,Yes,No,No,No,458m²squaremeters,235m²squaremeters,2,No,Torenovate
Mechelen,Apartment,None,"€699,000",None,4,458m²squaremeters,Yes,Yes,No,No,No,458m²squaremeters,235m²squaremeters,2,No,Torenovate
Bever,House,None,"€205,000",None,3,155m²squaremeters,Yes,Yes,No,Yes,No,155m²squaremeters,1302m²squaremeters,3,No,Torenovate
Otegem,House,None,"€249,000",None,3,200m²squaremeters,Yes,Yes,No,No,No,200m²squaremeters,666m²squaremeters,3,No,Torenovate
Trazegnies,Mansion,None,Make,None,3,200m²squaremeters,Yes,Yes,No,Yes,No,200m²squaremeters,825m²squaremeters,3,No,Good
SINT-GILLIS-WAAS,House,None,"€459,000",None,5,260m²squaremeters,Yes,Yes,No,No,No,260m²squaremeters,382m²squaremeters,3,No,Good
SINT-MARTENS-BODEGEM,Exceptional,None,"€535,000",None,4,200m²squaremeters,Yes,Yes,No,No,No,200m²squaremeters,1229m²squaremeters,4,No,Good
Uccle,House,None,"€630,000",None,4,210m²squaremeters,Yes,Yes,No,No,No,210m²squaremeters,332m²squaremeters,3,No,Good
|,New,None,"€131,500",None,None,None,No,No,No,No,No,None,None,None,No,None
Modave,House,None,"€27,500",None,3,270m²squaremeters,Yes,Yes,No,Yes,Yes,270m²squaremeters,493m²squaremeters,3,No,Good
Aywaille,Bungalow,None,"€60,000",None,2,131m²squaremeters,Yes,Yes,No,No,No,131m²squaremeters,904m²squaremeters,4,Yes,Good
Jemeppe-sur-Meuse,House,None,"€97,000",None,3,95m²squaremeters,Yes,Yes,No,Yes,No,95m²squaremeters,1m²squaremeter,2,No,Torenovate
Neufchateau,House,None,"€137,000",None,3,136m²squaremeters,Yes,Yes,No,Yes,No,136m²squaremeters,840m²squaremeters,3,No,Tobedoneup
TIHANGE,House,None,"€145,000",None,2,120m²squaremeters,Yes,Yes,No,Yes,No,120m²squaremeters,313m²squaremeters,2,No,Tobedoneup
Montegnée,House,None,Make,None,3,110m²squaremeters,Yes,Yes,No,Yes,No,110m²squaremeters,179m²squaremeters,2,No,Tobedoneup
Grivegnée,Bungalow,None,"€159,000",None,1,85m²squaremeters,Yes,Yes,No,No,No,85m²squaremeters,318m²squaremeters,2,Yes,Good
Amay,House,None,Make,None,3,115m²squaremeters,Yes,Yes,No,Yes,No,115m²squaremeters,124m²squaremeters,2,No,Good
Saint-Hubert,House,None,"€159,000",None,4,128m²squaremeters,Yes,Yes,No,Yes,No,128m²squaremeters,480m²squaremeters,2,No,Tobedoneup
Huy,House,None,Make,None,3,105m²squaremeters,Yes,Yes,No,No,No,105m²squaremeters,231m²squaremeters,2,No,Tobedoneup
Seraing,House,None,Make,None,4,126m²squaremeters,Yes,Yes,No,No,No,126m²squaremeters,232m²squaremeters,3,No,Tobedoneup
Messancy,House,None,"€180,000",None,3,109m²squaremeters,Yes,No,No,Yes,No,109m²squaremeters,60m²squaremeters,2,No,Justrenovated
Ronse,House,None,"€189,500",None,3,168m²squaremeters,Yes,No,No,No,No,168m²squaremeters,330m²squaremeters,2,Yes,Good
Tihange,House,None,Make,None,5,250m²squaremeters,Yes,Yes,No,No,No,250m²squaremeters,550m²squaremeters,3,No,Good
TIHANGE,House,None,Make,None,3,95m²squaremeters,Yes,Yes,No,No,Yes,95m²squaremeters,1098m²squaremeters,4,No,Tobedoneup
Saint-Hubert,Bungalow,None,"€195,000",None,4,120m²squaremeters,Yes,Yes,No,Yes,No,120m²squaremeters,1558m²squaremeters,4,Yes,Good
Hoboken,House,None,"€199,000",None,2,80m²squaremeters,Yes,Yes,No,No,No,80m²squaremeters,54m²squaremeters,2,No,Good
Poulseur,House,None,"€210,000",None,4,161m²squaremeters,Yes,Yes,No,No,No,161m²squaremeters,380m²squaremeters,3,No,Torestore
Seraing,House,None,Make,None,4,123m²squaremeters,Yes,Yes,No,No,No,123m²squaremeters,261m²squaremeters,2,No,Good
MUSSY-LA-VILLE,House,None,"€220,000",None,4,139m²squaremeters,Yes,Yes,No,No,No,139m²squaremeters,350m²squaremeters,3,No,Torenovate
RACHECOURT,House,None,"€220,000",None,3,157m²squaremeters,No,Yes,No,No,Yes,157m²squaremeters,329m²squaremeters,2,No,Torenovate
Ninove,House,None,"€220,000",None,3,91m²squaremeters,Yes,Yes,No,No,No,91m²squaremeters,110m²squaremeters,2,No,Asnew
Herstal,Town-house,None,"€225,000",None,3,189m²squaremeters,Yes,Yes,No,No,No,189m²squaremeters,189m²squaremeters,2,Yes,Tobedoneup
NeufchÃteau,House,None,"€225,000",None,3,126m²squaremeters,Yes,Yes,No,Yes,No,126m²squaremeters,150m²squaremeters,2,No,Tobedoneup
Jupille-sur-Meuse,House,None,"€229,000",None,3,170m²squaremeters,Yes,Yes,No,No,No,170m²squaremeters,380m²squaremeters,3,No,Torenovate
WANDRE,House,None,"€229,000",None,3,100m²squaremeters,No,Yes,No,Yes,No,100m²squaremeters,150m²squaremeters,3,No,Good
HABAY-LA-NEUVE,House,None,"€230,000",None,2,97m²squaremeters,Yes,Yes,No,No,No,97m²squaremeters,67m²squaremeters,2,No,Good
Berloz,House,None,"€239,000",None,3,146m²squaremeters,Yes,Yes,No,No,No,146m²squaremeters,750m²squaremeters,2,No,Good
Huy,Mansion,None,Make,None,5,177m²squaremeters,Yes,Yes,No,Yes,No,177m²squaremeters,1100m²squaremeters,3,No,Tobedoneup
Ochamps,House,None,"€245,000",None,3,273m²squaremeters,Yes,Yes,No,Yes,No,273m²squaremeters,1360m²squaremeters,4,No,Good
Rouvroy,House,None,"€259,500",None,2,140m²squaremeters,Yes,Yes,No,Yes,No,140m²squaremeters,720m²squaremeters,4,No,Good
Houffalize,Country,None,"€265,000",None,3,239m²squaremeters,Yes,No,No,Yes,No,239m²squaremeters,990m²squaremeters,4,No,Good
Halle,House,None,"€270,000",None,4,154m²squaremeters,Yes,Yes,No,Yes,No,154m²squaremeters,285m²squaremeters,2,No,Good
Bastogne,House,None,"€275,000",None,3,138m²squaremeters,Yes,Yes,No,Yes,No,138m²squaremeters,513m²squaremeters,3,No,Good
GRÂCE-BERLEUR,House,None,Make,None,3,165m²squaremeters,Yes,Yes,No,No,No,165m²squaremeters,273m²squaremeters,2,No,Asnew
TIHANGE,House,None,Make,None,6,230m²squaremeters,Yes,Yes,No,Yes,Yes,230m²squaremeters,1696m²squaremeters,4,No,Tobedoneup
Vaux-sur-Sûre,House,None,"€285,000",None,5,232m²squaremeters,Yes,No,No,Yes,No,232m²squaremeters,3499m²squaremeters,4,No,Good
Laeken,House,None,"€295,000",None,4,150m²squaremeters,Yes,Yes,No,No,No,150m²squaremeters,86m²squaremeters,2,No,Torenovate
Chastre,House,None,"€295,000",None,4,129m²squaremeters,Yes,Yes,No,No,No,129m²squaremeters,1000m²squaremeters,3,No,Torenovate
Faimes,House,None,"€295,000",None,3,300m²squaremeters,Yes,Yes,No,No,No,300m²squaremeters,-250m²squaremeter,2,No,Asnew
Saint-Hubert,House,None,"€295,000",None,5,254m²squaremeters,Yes,Yes,No,Yes,No,254m²squaremeters,1700m²squaremeters,4,No,Good
Sprimont,House,None,"€298,000",None,3,165m²squaremeters,Yes,No,No,Yes,No,165m²squaremeters,145m²squaremeters,3,No,Asnew
Bornem,House,None,"€299,000",None,3,214m²squaremeters,Yes,Yes,No,No,No,214m²squaremeters,755m²squaremeters,3,No,Torenovate
Ans,House,None,"€299,000",None,3,120m²squaremeters,Yes,No,No,No,No,120m²squaremeters,350m²squaremeters,3,No,Good
Boom,House,None,"€315,000",None,3,146m²squaremeters,Yes,Yes,No,Yes,No,146m²squaremeters,210m²squaremeters,2,No,Justrenovated
Boom,House,None,"€319,000",None,4,126m²squaremeters,Yes,Yes,No,No,No,126m²squaremeters,205m²squaremeters,2,No,Good
Huy,House,None,"€320,000",None,4,225m²squaremeters,Yes,Yes,No,No,No,225m²squaremeters,187m²squaremeters,3,No,Good
Landen,House,None,"€329,000",None,3,141m²squaremeters,Yes,Yes,No,Yes,No,141m²squaremeters,257m²squaremeters,2,Yes,Asnew
Marneffe,House,None,Make,None,5,185m²squaremeters,Yes,Yes,No,No,No,185m²squaremeters,2119m²squaremeters,4,Yes,Asnew
Liège,House,None,"€335,000",None,3,130m²squaremeters,No,Yes,No,No,No,130m²squaremeters,419m²squaremeters,2,No,Asnew
Meslin-l'Evêque,House,None,"€335,000",None,3,185m²squaremeters,Yes,Yes,No,No,No,185m²squaremeters,1988m²squaremeters,4,No,Asnew
CORROY-LE-GRAND,Villa,None,"€340,000",None,5,234m²squaremeters,Yes,Yes,No,No,No,234m²squaremeters,1572m²squaremeters,4,No,Torenovate
Saint-Josse-ten-Noode,Apartment,None,"€349,000",None,4,260m²squaremeters,Yes,Yes,No,No,No,260m²squaremeters,99m²squaremeters,2,No,Torenovate
Beaufays,Villa,None,"€349,000",None,4,205m²squaremeters,Yes,Yes,No,No,No,205m²squaremeters,1164m²squaremeters,4,Yes,Tobedoneup
Belsele,House,None,"€349,500",None,3,144m²squaremeters,Yes,Yes,No,No,No,144m²squaremeters,361m²squaremeters,3,No,Tobedoneup
Leglise,House,None,"€350,000",None,4,160m²squaremeters,Yes,Yes,No,Yes,No,160m²squaremeters,959m²squaremeters,4,No,Asnew
Marchin,House,None,"€355,000",None,4,150m²squaremeters,Yes,Yes,No,No,Yes,150m²squaremeters,2742m²squaremeters,4,No,Good
Lennik,House,None,"€359,000",None,3,120m²squaremeters,Yes,No,No,Yes,No,120m²squaremeters,1m²squaremeter,4,No,Tobedoneup
Dilbeek,House,None,"€365,000",None,3,157m²squaremeters,Yes,Yes,No,No,No,157m²squaremeters,280m²squaremeters,2,No,Good
Sint-Katherina-Lombeek,House,None,"€374,000",None,2,136m²squaremeters,Yes,No,No,Yes,No,136m²squaremeters,1135m²squaremeters,4,No,Good
Vilvoorde,House,None,"€375,000",None,3,135m²squaremeters,Yes,Yes,No,No,No,135m²squaremeters,307m²squaremeters,3,No,Good
Clavier,House,None,"€375,000",None,4,160m²squaremeters,Yes,Yes,No,No,No,160m²squaremeters,638m²squaremeters,4,Yes,Asnew
Burg-Reuland,House,None,"€375,000",None,6,363m²squaremeters,No,Yes,No,No,No,363m²squaremeters,2360m²squaremeters,4,No,Good
Dendermonde,Mixed-use,None,"€385,000",None,2,206m²squaremeters,Yes,Yes,No,No,No,206m²squaremeters,160m²squaremeters,2,No,Justrenovated
Rochefort,Exceptional,None,"€390,000",None,4,255m²squaremeters,Yes,Yes,No,Yes,No,255m²squaremeters,468m²squaremeters,3,Yes,Good
Fexhe-le-Haut-Clocher,House,None,"€395,000",None,5,285m²squaremeters,Yes,Yes,No,Yes,Yes,285m²squaremeters,1400m²squaremeters,4,No,Tobedoneup
Clermont-sous-Huy,House,None,Make,None,4,150m²squaremeters,Yes,Yes,No,No,No,150m²squaremeters,1795m²squaremeters,4,Yes,Good
STRÉE-LEZ-HUY,House,None,"€395,000",None,3,215m²squaremeters,Yes,Yes,No,No,No,215m²squaremeters,1333m²squaremeters,4,Yes,Asnew
Affligem,House,None,"€399,000",None,4,240m²squaremeters,Yes,Yes,No,No,No,240m²squaremeters,453m²squaremeters,3,Yes,Good
Assebroek,House,None,"€409,000",None,4,160m²squaremeters,Yes,Yes,No,No,No,160m²squaremeters,155m²squaremeters,3,No,Justrenovated
Dilbeek,House,None,"€410,000",None,4,210m²squaremeters,Yes,Yes,No,No,No,210m²squaremeters,695m²squaremeters,4,No,Torenovate
Liedekerke,House,None,"€415,000",None,3,234m²squaremeters,Yes,Yes,No,Yes,No,234m²squaremeters,351m²squaremeters,3,No,Asnew
Boom,House,None,"€415,000",None,3,293m²squaremeters,Yes,Yes,No,No,No,293m²squaremeters,472m²squaremeters,3,No,Good
Neder-over-Heembeek,House,None,"€445,000",None,4,201m²squaremeters,Yes,Yes,No,No,No,201m²squaremeters,181m²squaremeters,2,No,Torenovate
Uccle,House,None,Make,None,3,120m²squaremeters,Yes,Yes,No,No,No,120m²squaremeters,310m²squaremeters,2,No,Torenovate
Gembloux,Villa,None,"€450,000",None,4,240m²squaremeters,Yes,Yes,No,No,No,240m²squaremeters,4493m²squaremeters,4,Yes,Torenovate
